Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"Z Zheng, B Taylor, B Rowlingson, E Lawson","Spatiotemporal modelling of pregabalin prescribing in England with effect of deprivation",2020,"BMJ open","bmjopen.bmj.com","https://bmjopen.bmj.com/content/10/3/e029624.abstract","https://scholar.google.com/scholar?cites=11283003750637881084&as_sdt=2005&sciodt=0,5&hl=en",138,"2025-06-30 21:06:11","","","","",,,,,2,0.40,1,4,5,"Objective This paper aims to understand spatial and temporal trends in pregabalin prescribing and the relationship with deprivation across England at both general practice and clinical …","https://bmjopen.bmj.com/content/bmjopen/10/3/e029624.full.pdf","https://scholar.google.com/scholar?q=related:_MYrnCFIlZwJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
9,"PE Anyanwu, K Pouwels, A Walker, M Moore…","Investigating the mechanism of impact and differential effect of the Quality Premium scheme on antibiotic prescribing in England: a longitudinal study",2020,"BJGP open","bjgpopen.org","https://bjgpopen.org/content/4/3/bjgpopen20X101052?utm_source","https://scholar.google.com/scholar?cites=1127146102134372461&as_sdt=2005&sciodt=0,5&hl=en",146,"2025-06-30 21:06:11","HTML","","","",,,,,9,1.80,2,5,5,"Background In 2017, approximately 73% of antibiotics in England were prescribed from primary care practices. It has been estimated that 9%–23% of antibiotic prescriptions between …","https://bjgpopen.org/content/4/3/bjgpopen20X101052?utm_source","https://scholar.google.com/scholar?q=related:bXivc2htpA8J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
1,"P Anyanwu, K Pouwels, A Walker, M Moore…","Do variations in primary care practice characteristics explain the effect of a financial incentive scheme on antibiotic prescribing? A longitudinal study of the Quality …",2020,"BJGP …","discovery.ucl.ac.uk","https://discovery.ucl.ac.uk/id/eprint/10091553/","https://scholar.google.com/scholar?cites=10368772717100044331&as_sdt=2005&sciodt=0,5&hl=en",160,"2025-06-30 21:06:11","","","","",,,,,1,0.20,0,5,5,"Background: In 2017, approximately 73% of antibiotics in England were prescribed from primary care practices. It has been estimated that 9%–23% of antibiotic prescriptions between …","https://discovery.ucl.ac.uk/id/eprint/10091553/1/Hopkins_bjgpopen20X101052.full.pdf","https://scholar.google.com/scholar?q=related:K5CCn9lH5Y8J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
650,"OpenSAFELY Collaborative, E Williamson, AJ Walker…","OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients",2020,"MedRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.05.06.20092999.abstract","https://scholar.google.com/scholar?cites=4548756083871036102&as_sdt=2005&sciodt=0,5&hl=en",161,"2025-06-30 21:06:11","","10.1101/2020.05.06.20092999.abstract","","",,,,,650,130.00,163,4,5,"… These include BNF codes from OpenPrescribing.net, published codelists for asthma, 24-26 immunosuppression, 27-29 psoriasis, 30 SLE, 31 RA 32,33 and cancer, 34,35 and Read …","https://www.medrxiv.org/content/10.1101/2020.05.06.20092999.full.pdf","https://scholar.google.com/scholar?q=related:xrIH1Y5tID8J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
25,"OpenSAFELY Collaborative, A Schultze, AJ Walker…","Inhaled corticosteroid use and risk COVID-19 related death among 966,461 patients with COPD or asthma: an OpenSAFELY analysis",2020,"MedRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.06.19.20135491.abstract","https://scholar.google.com/scholar?cites=395081521929031380&as_sdt=2005&sciodt=0,5&hl=en",162,"2025-06-30 21:06:11","","10.1101/2020.06.19.20135491.abstract","","",,,,,25,5.00,6,4,5,"Background Early descriptions of the coronavirus outbreak showed a lower prevalence of asthma and COPD than was expected for people diagnosed with COVID-19, leading to …","https://www.medrxiv.org/content/10.1101/2020.06.19.20135491.full.pdf","https://scholar.google.com/scholar?q=related:1I7mC42cewUJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
76,"D Unwin, AA Khalid, J Unwin…","Insights from a general practice service evaluation supporting a lower carbohydrate diet in patients with type 2 diabetes mellitus and prediabetes: a secondary …",2020,"… prevention &health","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC7841829/","https://scholar.google.com/scholar?cites=11776633738160808360&as_sdt=2005&sciodt=0,5&hl=en",169,"2025-06-30 21:06:11","HTML","","","",,,,,76,15.20,19,4,5,"… Formulary (BNF) chapter by the OpenPrescribing website 18 These data enable analysis … We are grateful to Mr W Dale for accessing the OpenPrescribing data that appears in the …","https://pmc.ncbi.nlm.nih.gov/articles/PMC7841829/","https://scholar.google.com/scholar?q=related:qKH0VP0Bb6MJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
6,"M Liu, B MacKenna, WB Feldman…","Projected spending for brand-name drugs in English primary care given US prices: a cross-sectional study",2020,"Journal of the Royal …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0141076820918238","https://scholar.google.com/scholar?cites=10031095293427023567&as_sdt=2005&sciodt=0,5&hl=en",174,"2025-06-30 21:06:11","","10.1177/0141076820918238","","",,,,,6,1.20,2,4,5,"… We run OpenPrescribing.net, an openly accessible data explorer for all NHS England primary care prescribing data, which receives a large volume of user feedback from professionals, …","https://journals.sagepub.com/doi/full/10.1177/0141076820918238","https://scholar.google.com/scholar?q=related:z37PuAWcNYsJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"N Vohra, M Hadi, S Khanal, V Paudyal","Impact of deprivation, dementia prevalence and regional demography on prescribing of anti-dementia drugs in England 2009-2019: a time trend analysis",2020,"Authorea Preprints","authorea.com","https://www.authorea.com/doi/full/10.22541/au.159413422.24030470","",189,"2025-06-30 21:06:11","","10.22541/au.159413422.24030470","","",,,,,0,0.00,0,4,5,"… were undertaken using NHS Digital sources, namely- OpenPrescribing.net and Prescription Cost Analysis (PCA) [10,11]. OpenPrescribing.net is a national online prescribing data …","https://www.authorea.com/doi/pdf/10.22541/au.159413422.24030470","https://scholar.google.com/scholar?q=related:Qmx4rE01JzMJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
33,"B Goldacre, B MacKenna","The NHS deserves better use of hospital medicines data",2020,"bmj","bmj.com","https://www.bmj.com/content/370/bmj.m2607.short","https://scholar.google.com/scholar?cites=14760304281318372402&as_sdt=2005&sciodt=0,5&hl=en",198,"2025-06-30 21:06:11","","","","",,,,,33,6.60,17,2,5,"… Our group produces OpenPrescribing.net where any user can explore all prescriptions at any individual practice, explore outliers, and see changes in prescribing patterns down to the …","https://scholar.archive.org/work/l2tdgccwknbfnas2d4mlugntjq/access/wayback/https://www.bmj.com/content/bmj/370/bmj.m2607.full.pdf","https://scholar.google.com/scholar?q=related:MrSoWIoi18wJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
292,"A Schultze, AJ Walker, B MacKenna…","Risk of COVID-19-related death among patients with chronic obstructive pulmonary disease or asthma prescribed inhaled corticosteroids: an observational …",2020,"The Lancet …","thelancet.com","https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30415-X/fulltext","https://scholar.google.com/scholar?cites=3369302655866663356&as_sdt=2005&sciodt=0,5&hl=en",200,"2025-06-30 21:06:11","HTML","","","",,,,,292,58.40,73,4,5,"… Prescriptions for inhalers were assigned to low or medium dose or high dose using the OpenPrescribing prescribing explorer based on British Thoracic Society and Scottish …","https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30415-X/fulltext","https://scholar.google.com/scholar?q=related:vHG2B-oqwi4J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"I Agirrezabal Moreno","The importance of health technology assessment to ensure an efficient and equitable access to high-cost therapies",2020,"","academica-e.unavarra.es","https://academica-e.unavarra.es/entities/publication/c75a48db-cb2f-4f9c-8505-18c7a0d16c2a","",209,"2025-06-30 21:06:11","","","","",,,,,0,0.00,0,1,5,"… study compared with the data available at OpenPrescribing.net. The figure demonstrates we … we used and the data available at OpenPrescribing.net can be observed for denosumab. …","https://academica-e.unavarra.es/server/api/core/bitstreams/5d6e916e-ea81-4e98-997e-41a52273c53b/content","https://scholar.google.com/scholar?q=related:2HBeeP0FLAwJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
8,"I Agirrezabal, JM Cabases, GL Di Tanna…","Inequalities in prescription rates of anti-osteoporosis drugs in primary care in England: A practice-level prescribing data analysis in 2013-2018",2020,"Bone","Elsevier","https://www.sciencedirect.com/science/article/pii/S8756328219304193","https://scholar.google.com/scholar?cites=2857394205187099854&as_sdt=2005&sciodt=0,5&hl=en",211,"2025-06-30 21:06:11","","","","",,,,,8,1.60,2,4,5,"… public through a user-friendly interface (OpenPrescribing.net) developed by the Evidence-… our final datasets with the number of prescriptions reported at OpenPrescribing.net [36]. When …","","https://scholar.google.com/scholar?q=related:zsxv9-OApycJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
11,"SV Patel, C Pulcini, A Demirjian…","Rapid diagnostic tests for common infection syndromes: less haste, more speed",2020,"Journal of Antimicrobial …","academic.oup.com","https://academic.oup.com/jac/article-abstract/75/8/2028/5838329","https://scholar.google.com/scholar?cites=1257058876497478930&as_sdt=2005&sciodt=0,5&hl=en",218,"2025-06-30 21:06:11","","","","",,,,,11,2.20,3,4,5,"… Thirdly, although aggregate practice-level prescribing data are available, eg PHE’s public health profiles (‘fingertips’) and openprescribing.net, providing GPs with individual prescribing …","https://ora.ox.ac.uk/objects/uuid:576959e6-a568-407c-b43f-05e52cdfe5d0/download_file?safe_filename=Opinion_piece__rapid_diagnostics_for_common_infection_sydromes_less_haste_more_speed_REVISION_18March2020-2.pdf&file_format=pdf&type_of_work=Journal+article","https://scholar.google.com/scholar?q=related:EkViU2P4cREJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
14,"S Hodgson, D Fecht, J Gulliver…","Availability, access, analysis and dissemination of small-area data",2020,"International journal …","academic.oup.com","https://academic.oup.com/ije/article-abstract/49/Supplement_1/i4/5819944","https://scholar.google.com/scholar?cites=9191306323588194829&as_sdt=2005&sciodt=0,5&hl=en",220,"2025-06-30 21:06:11","","","","",,,,,14,2.80,4,4,5,"In this era of ‘big data’, there is growing recognition of the value of environmental, health, social and demographic data for research. Open government data initiatives are growing in …","https://academic.oup.com/ije/article-pdf/49/Supplement_1/i4/33050247/dyz051.pdf","https://scholar.google.com/scholar?q=related:DaJGV2cUjn8J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"NJ DeVito, GC Richards, P Inglesby","TOOLS THAT EASE DATA COLLECTION FROM THE WEB",2020,"Nature","nature.com","https://www.nature.com/articles/d41586-020-02558-0","",233,"2025-06-30 21:06:11","","","","",,,,,0,0.00,0,3,5,"Not all scraping tasks require programming. When you visit a web page in your browser, off-the-shelf browser extensions such as webscraper. io let you click on the elements of the …","","https://scholar.google.com/scholar?q=related:fog9OcbowA4J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
7,"P McGettigan, RE Ferner","Painful perianal ulcers with nicorandil",2020,"bmj","bmj.com","https://www.bmj.com/content/370/bmj.m3351.full","https://scholar.google.com/scholar?cites=181431576099430924&as_sdt=2005&sciodt=0,5&hl=en",234,"2025-06-30 21:06:11","","","","",,,,,7,1.40,4,2,5,"A 73 year old man presents with painful ulcers around his anus that have worsened, despite his use of a barrier cream. His bowel habit is unchanged, his weight is stable, he is not …","","https://scholar.google.com/scholar?q=related:DCJypA6ThAIJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
1,"L Miller, CE Costelloe, JV Robotham…","Overuse of antibiotics: Can viral vaccinations help stem the tide?",2020,"British Journal of …","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC7753246/","https://scholar.google.com/scholar?cites=2939911414708365663&as_sdt=2005&sciodt=0,5&hl=en",236,"2025-06-30 21:06:11","HTML","","","",,,,,1,0.20,0,4,5,"Antibiotics have been the cornerstone of modern medicine for the past 80 years and are one of the most common drugs prescribed in healthcare systems worldwide. However, overuse …","https://pmc.ncbi.nlm.nih.gov/articles/PMC7753246/","https://scholar.google.com/scholar?q=related:X-nO-NqpzCgJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
30,"I Agirrezabal, E Sánchez-Iriso, K Mandar…","Real-world budget impact of the adoption of insulin glargine biosimilars in primary care in England (2015–2018)",2020,"Diabetes …","diabetesjournals.org","https://diabetesjournals.org/care/article-abstract/43/8/1767/35529","https://scholar.google.com/scholar?cites=2338305872623508790&as_sdt=2005&sciodt=0,5&hl=en",244,"2025-06-30 21:06:11","","","","",,,,,30,6.00,8,4,5,"… All prescribing data are also available to the public through a user-friendly interface (OpenPrescribing.net) developed at the University of Oxford (16). … OpenPrescribing.net …","","https://scholar.google.com/scholar?q=related:Nh3vYc1UcyAJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
6314,"EJ Williamson, AJ Walker, K Bhaskaran, S Bacon…","Factors associated with COVID-19-related death using OpenSAFELY",2020,"Nature","nature.com","https://www.nature.com/articles/s41586-020-2521-4","https://scholar.google.com/scholar?cites=17080000567303433977&as_sdt=2005&sciodt=0,5&hl=en",255,"2025-06-30 21:06:11","HTML","","","",,,,,6314,1262.80,1263,5,5,"Coronavirus disease 2019 (COVID-19) has rapidly affected mortality worldwide 1 . There is unprecedented urgency to understand who is most at risk of severe outcomes, and this …","https://www.nature.com/articles/s41586-020-2521-4","https://scholar.google.com/scholar?q=related:-W6XsQVaCO0J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
35,"NJ DeVito, G Richards, P Inglesby","How we learnt to stop worrying and love web scraping",2020,"Nature","ora.ox.ac.uk","https://ora.ox.ac.uk/objects/uuid:7bb0db9e-8432-429a-99d9-e8c081022eb0/files/r3r074v065","https://scholar.google.com/scholar?cites=4451035242808978047&as_sdt=2005&sciodt=0,5&hl=en",261,"2025-06-30 21:06:11","PDF","","","",,,,,35,7.00,12,3,5,"… We use them to collect information from clinical trial registries, and also to enrich our OpenPrescribing.net dataset which tracks primary care prescribing in England -- tasks that would …","https://ora.ox.ac.uk/objects/uuid:7bb0db9e-8432-429a-99d9-e8c081022eb0/files/r3r074v065","https://scholar.google.com/scholar?q=related:f6pfgvhAxT0J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"C Delon, K Martyn, R Golubic, S Ray","David Unwin, Ali Ahsan Khalid, 3 Jen Unwin, Dominic Crocombe, 2, 4",2020,"","todayspractitioner.com","https://todayspractitioner.com/wp-content/uploads/2022/09/Insights-from-a-general-practice-service-evaluation-supporting-a-lower-carbohydrate-diet-in-patients-with-type-2-diabetes-mellitus-and-prediabetes-.pdf","",269,"2025-06-30 21:06:11","PDF","","","",,,,,0,0.00,0,4,5,"… Formulary (BNF) chapter by the OpenPrescribing website18 These data enable analysis … We are grateful to Mr W Dale for accessing the OpenPrescribing data that appears in the …","https://todayspractitioner.com/wp-content/uploads/2022/09/Insights-from-a-general-practice-service-evaluation-supporting-a-lower-carbohydrate-diet-in-patients-with-type-2-diabetes-mellitus-and-prediabetes-.pdf","https://scholar.google.com/scholar?q=related:cXVWFu5Yp7UJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
15,"X Moisset, B Pereira, D Bouhassira, N Attal","Pregabalin: a better neuropathic pain treatment in rodents than in humans",2020,"Pain","journals.lww.com","https://journals.lww.com/pain/fulltext/2020/10000/pregabalin__a_better_neuropathic_pain_treatment_in.22.aspx","https://scholar.google.com/scholar?cites=3929077477870699594&as_sdt=2005&sciodt=0,5&hl=en",278,"2025-06-30 21:06:11","","","","",,,,,15,3.00,4,4,5,"We read with interest the recent systematic review and meta-analysis of pregabalin preclinical studies conducted by Federico et al. 4 This meta-analysis shows a huge positive effect of …","","https://scholar.google.com/scholar?q=related:SoR4IybjhjYJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
732,"EJ Williamson, AJ Walker, K Bhaskaran, S Bacon…","OpenSAFELY: factors associated with COVID-19 death in 17 million patients",2020,"Nature","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC7611074/","https://scholar.google.com/scholar?cites=15226037545131101833&as_sdt=2005&sciodt=0,5&hl=en",284,"2025-06-30 21:06:11","HTML","","","",,,,,732,146.40,146,5,5,"… These include BNF codes from OpenPrescribing.net, published codelists for asthma, 37–39 immunosuppression, 40–42 psoriasis, 43 SLE, 44 RA 45,46 and cancer, 47,48 and Read …","https://pmc.ncbi.nlm.nih.gov/articles/PMC7611074/","https://scholar.google.com/scholar?q=related:ic5M7nnATdMJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
1,"C Bell, AH Muhammad, S Khanal, V Paudyal","Are more men seeking help for erectile dysfunction? A time trend analysis",2020,"BJGP Open","bjgpopen.org","https://bjgpopen.org/content/bjgpoa/early/2020/12/07/bjgpopen20X101145.full.pdf","https://scholar.google.com/scholar?cites=9479262467383633290&as_sdt=2005&sciodt=0,5&hl=en",298,"2025-06-30 21:06:11","PDF","","","",,,,,1,0.20,0,4,5,"Background Sildenafil and tadalafil are recommended firstline treatments for erectile dysfunction (ED). Sildenafil was legally reclassified to a ‘pharmacy’ medicine in the UK in 2018. Aim …","https://bjgpopen.org/content/bjgpoa/early/2020/12/07/bjgpopen20X101145.full.pdf","https://scholar.google.com/scholar?q=related:iiUYpf0ajYMJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
20,"CJ Rosenbloom, FL Morley, I Ahmed…","Oral non-steroidal anti-inflammatory drug use in recreational runners participating in Parkrun UK: prevalence of use and awareness of risk",2020,"International Journal of …","academic.oup.com","https://academic.oup.com/ijpp/article-abstract/28/6/561/6133302","https://scholar.google.com/scholar?cites=9145968515758673585&as_sdt=2005&sciodt=0,5&hl=en",299,"2025-06-30 21:06:11","","","","",,,,,20,4.00,5,4,5,"Objective Non-steroidal anti-inflammatory drugs (NSAIDs) are widely used in endurance running and by elite athletes. We examined the pattern of use of NSAIDs, the purpose of use …","https://academic.oup.com/ijpp/article/28/6/561/6133302","https://scholar.google.com/scholar?q=related:sc6zXOgB7X4J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
2,"V Kuan Po Ai","Exploring the relationship between age and health conditions using electronic health records: from single diseases to multimorbidities",2020,"","discovery.ucl.ac.uk","https://discovery.ucl.ac.uk/id/eprint/10094022/","https://scholar.google.com/scholar?cites=9461312136771600846&as_sdt=2005&sciodt=0,5&hl=en",311,"2025-06-30 21:06:11","","","","",,,,,2,0.40,2,1,5,"Background Two enormous challenges facing healthcare systems are ageing and multimorbidity. Clinicians, policymakers, healthcare providers and researchers need to know “who …","https://discovery.ucl.ac.uk/id/eprint/10094022/1/PhD_ValerieKuan.pdf","https://scholar.google.com/scholar?q=related:zgFdnUJVTYMJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"R Duarte, A Stainthorpe, J Greenhalgh…","Methods for assessing cost-effectiveness",2020,"Lead-I ECG for …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/books/NBK552422/","",317,"2025-06-30 21:06:11","HTML","","","",,,,,0,0.00,0,4,5,"… , from the openprescribing.net database published by the University of Oxford. The openprescribing.net … Analysis of the data from the openprescribing.net database indicates that …","https://www.ncbi.nlm.nih.gov/books/NBK552422/","https://scholar.google.com/scholar?q=related:uOJn9nBxgtsJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
21,"A Ingrams","Organizational design in open government: Two cases from the United Kingdom and the United States",2020,"Public Performance &Management Review","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/15309576.2018.1562947","https://scholar.google.com/scholar?cites=5486502396368554112&as_sdt=2005&sciodt=0,5&hl=en",319,"2025-06-30 21:06:11","","10.1080/15309576.2018.1562947","","",,,,,21,4.20,21,1,5,"This article explores an organizational design perspective of open government. A conceptual model is developed of how contingency factors, design parameters, and goals fit together …","https://www.tandfonline.com/doi/pdf/10.1080/15309576.2018.1562947","https://scholar.google.com/scholar?q=related:gIjgWtz4I0wJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
62,"GMJ Taylor, T Itani, KH Thomas, D Rai…","Prescribing prevalence, effectiveness, and mental health safety of smoking cessation medicines in patients with mental disorders",2020,"Nicotine and …","academic.oup.com","https://academic.oup.com/ntr/article-abstract/22/1/48/5524774","https://scholar.google.com/scholar?cites=13249239563021150858&as_sdt=2005&sciodt=0,5&hl=en",345,"2025-06-30 21:06:11","","","","",,,,,62,12.40,12,5,5,"Objective We conducted a prospective cohort study of the Clinical Practice Research Database to estimate rates of varenicline and nicotine replacement therapy (NRT) prescribing and …","https://academic.oup.com/ntr/article/22/1/48/5524774","https://scholar.google.com/scholar?q=related:imrtYS_B3rcJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
5,"H Garthwaite, J Stewart, K King, K McGarry…","Ultrasound monitoring during first-cycle treatment with clomifene citrate: a national survey of compliance with NICE",2020,"Human …","Taylor &Francis","https://www.tandfonline.com/doi/shareview/10.1080/14647273.2018.1535201","https://scholar.google.com/scholar?cites=2852484461056454483&as_sdt=2005&sciodt=0,5&hl=en",356,"2025-06-30 21:06:11","","10.1080/14647273.2018.1535201","","",,,,,5,1.00,1,5,5,"The National Institute for Health and Care Excellence Clinical Guideline 156 advises that transvaginal ultrasonography (TVUS) should be used in the first cycle of treatment with …","https://sure.sunderland.ac.uk/id/eprint/10194/1/2018%20Human%20Fertility%20US%20monitoring%20Clomifene.pdf","https://scholar.google.com/scholar?q=related:U2-XFIEPlicJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
109,"JK Aronson, AR Green","Me‐too pharmaceutical products: History, definitions, examples, and relevance to drug shortages and essential medicines lists",2020,"British Journal of Clinical …","Wiley Online Library","https://bpspubs.onlinelibrary.wiley.com/doi/abs/10.1111/bcp.14327","https://scholar.google.com/scholar?cites=12282298222530542577&as_sdt=2005&sciodt=0,5&hl=en",362,"2025-06-30 21:06:11","","10.1111/bcp.14327","","",,,,,109,21.80,55,2,5,"We define a me‐too drug as a pharmacologically active compound that is structurally related to a first‐in‐class compound, regarded as belonging to the same therapeutic class as the …","https://bpspubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bcp.14327","https://scholar.google.com/scholar?q=related:8TtYsyh9c6oJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
3,"S Booth, K Burton, B Hunt…","Antiphospholipid syndrome and challenges with direct oral anticoagulants",2020,"British Journal of …","magonlinelibrary.com","https://www.magonlinelibrary.com/doi/abs/10.12968/hmed.2020.0080","https://scholar.google.com/scholar?cites=11178809488265571882&as_sdt=2005&sciodt=0,5&hl=en",367,"2025-06-30 21:06:11","","10.12968/hmed.2020.0080","","",,,,,3,0.60,1,4,5,"Direct oral anticoagulants have become the mainstay of the management of venous thromboembolism and atrial fibrillation, and long-term anticoagulation is indicated for those at high …","","https://scholar.google.com/scholar?q=related:Ku7VbwAcI5sJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
77,"M Colacci, EK Tseng, CA Sacks, M Fralick","Oral anticoagulant utilization in the United States and United Kingdom",2020,"Journal of general internal …","Springer","https://link.springer.com/article/10.1007/s11606-020-05904-0","https://scholar.google.com/scholar?cites=14244974779264946059&as_sdt=2005&sciodt=0,5&hl=en",380,"2025-06-30 21:06:11","HTML","10.1007/s11606-020-05904-0","","",,,,,77,15.40,19,4,5,"METHODS We analyzed utilization data for warfarin, apixaban, rivaroxaban, dabigatran, and edoxaban using (1) the US Center for Medicare Services (CMS) Part D Prescription Drug …","https://link.springer.com/article/10.1007/s11606-020-05904-0","https://scholar.google.com/scholar?q=related:i098sBZRsMUJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
1,"D Phizackerley, JA Cave","What price Priadel?",2020,"Drug and Therapeutics Bulletin","dtb.bmj.com","https://dtb.bmj.com/content/58/12/179.abstract","https://scholar.google.com/scholar?cites=10396744131125234166&as_sdt=2005&sciodt=0,5&hl=en",388,"2025-06-30 21:06:11","","","","",,,,,1,0.20,1,2,5,"In August, it was announced that Essential Pharma would be discontinuing the supply of Priadel (lithium carbonate) 200 mg and 400 mg modified-release tablets in the UK and that …","","https://scholar.google.com/scholar?q=related:9slY9LOnSJAJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
142,"S Mathieson, CWC Lin, M Underwood, S Eldabe","Pregabalin and gabapentin for pain",2020,"Bmj","bmj.com","https://www.bmj.com/content/369/bmj.m1315.short","https://scholar.google.com/scholar?cites=3604287718364984094&as_sdt=2005&sciodt=0,5&hl=en",401,"2025-06-30 21:06:11","","","","",,,,,142,28.40,36,4,5,"A 65 year old woman presents with continuous dull back ache and leg pain over the past four years. She underwent lumbar decompression surgery three months ago, but the pain …","","https://scholar.google.com/scholar?q=related:HrNyYZUABTIJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
39,"S Hillman, S Shantikumar, A Ridha, D Todkill…","Socioeconomic status and HRT prescribing: a study of practice-level data in England",2020,"British Journal of General …","bjgp.org","https://bjgp.org/content/70/700/e772.abstract","https://scholar.google.com/scholar?cites=13159950497666110530&as_sdt=2005&sciodt=0,5&hl=en",403,"2025-06-30 21:06:11","","","","",,,,,39,7.80,8,5,5,"Background Concerns have been raised that women from deprived backgrounds are less likely to be receiving hormone replacement therapy (HRT) treatment and its benefits, although …","https://bjgp.org/content/bjgp/70/700/e772.full.pdf","https://scholar.google.com/scholar?q=related:QhQd00CJobYJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"DTB Team","MHRA DOAC safety reminder",2020,"","dtb.bmj.com","https://dtb.bmj.com/content/dtb/early/2020/07/19/dtb.2020.000047.full.pdf","",406,"2025-06-30 21:06:11","","","","",,,,,0,0.00,0,1,5,"The MHRA has received reports of bleeds, including some that are life-threatening or fatal, associated with DOACs (apixaban,▼ edoxaban,▼ rivaroxaban and dabigatran etexilate). 1 …","","https://scholar.google.com/scholar?q=related:to3IGaNiUuEJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
18,"CM Smith, H Williams, A Jhass, S Patel…","Antibiotic prescribing in UK care homes 2016–2017: retrospective cohort study of linked data",2020,"BMC health services …","Springer","https://link.springer.com/article/10.1186/s12913-020-05422-z","https://scholar.google.com/scholar?cites=11774606934285781280&as_sdt=2005&sciodt=0,5&hl=en",407,"2025-06-30 21:06:11","HTML","10.1186/s12913-020-05422-z","","",,,,,18,3.60,4,5,5,"Background Older people living in care homes are particularly susceptible to infections and antibiotics are therefore used frequently for this population. However, there is limited …","https://link.springer.com/article/10.1186/s12913-020-05422-z","https://scholar.google.com/scholar?q=related:IIn0R5_OZ6MJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
